Date,Consolidated,Description,Catgory 1,Category 2,Category 3,Debit,Credit,Balance,DR/CR
8/8/2022,Jetts Fitness /Expense/Personal/Fitness & Wellbeing,Jetts Fitness ,Expense,Personal,Fitness & Wellbeing,204,0,3567,DR
9/8/2022,ATO Tax Refund /Income/Income/Other Income,ATO Tax Refund ,Income,Income,Other Income,78,0,3489,DR
10/8/2022,Boost Juice Bars /Expense/Leisure & Lifestyle/Takeaway,Boost Juice Bars ,Expense,Leisure & Lifestyle,Takeaway,213,0,3276,DR
12/8/2022,PayPal Transfer from Sale /Income/Income/Other Income,PayPal Transfer from Sale ,Income,Income,Other Income,123,0,3153,DR
12/8/2022,Big W /Expense/Personal/Children & Family,Big W ,Expense,Personal,Children & Family,307,0,2846,DR
14/8/2022,Pathology Lab /Expense/Personal/Health & Medical,Pathology Lab ,Expense,Personal,Health & Medical,251,0,2595,DR
15/8/2022,Culture Kings /Expense/Personal/Clothing & Accessories,Culture Kings ,Expense,Personal,Clothing & Accessories,255,0,2340,DR
15/8/2022, Jim’s Building Inspections /Expense/Household/Maintenance & Improvements, Jim’s Building Inspections ,Expense,Household,Maintenance & Improvements,204,0,2136,DR
15/8/2022,Chiropractor /Expense/Personal/Health & Medical,Chiropractor ,Expense,Personal,Health & Medical,80,0,2056,DR
16/8/2022,Domino’s Pizza /Expense/Leisure & Lifestyle/Takeaway,Domino’s Pizza ,Expense,Leisure & Lifestyle,Takeaway,70,0,1986,DR
17/8/2022,Catholic Education Office /Expense/Personal/Education,Catholic Education Office ,Expense,Personal,Education,95,0,1891,DR
17/8/2022,Medicare Claim /Expense/Personal/Health & Medical,Medicare Claim ,Expense,Personal,Health & Medical,122,0,1769,DR
18/8/2022,Café Nero /Expense/Leisure & Lifestyle/Restaurants & Cafes,Café Nero ,Expense,Leisure & Lifestyle,Restaurants & Cafes,18,0,1751,DR
19/8/2022,Westpac Dividend Deposit /Income/Income/Investments,Westpac Dividend Deposit ,Income,Income,Investments,89,0,1662,DR
20/8/2022,Culture Kings /Expense/Personal/Clothing & Accessories,Culture Kings ,Expense,Personal,Clothing & Accessories,131,0,1531,DR
20/8/2022,CommSec Share Trading Gains /Income/Income/Investments,CommSec Share Trading Gains ,Income,Income,Investments,145,0,1386,DR
23/8/2022,Crown Perth /Expense/Leisure & Lifestyle/Pubs & Bars,Crown Perth ,Expense,Leisure & Lifestyle,Pubs & Bars,87,0,1299,DR
23/8/2022,Rip Curl /Expense/Personal/Clothing & Accessories,Rip Curl ,Expense,Personal,Clothing & Accessories,80,0,1219,DR
24/8/2022,Catholic Education Office /Expense/Personal/Education,Catholic Education Office ,Expense,Personal,Education,49,0,1170,DR
24/8/2022,Scouts Australia /Expense/Leisure & Lifestyle/Hobbies,Scouts Australia ,Expense,Leisure & Lifestyle,Hobbies,109,0,1061,DR
25/8/2022,"MyCar Tyre & Auto /Expense/Transport/Car Insurance, Rego & Maintenance",MyCar Tyre & Auto ,Expense,Transport,"Car Insurance, Rego & Maintenance",56,0,1005,DR
26/8/2022,Music Academy /Expense/Leisure & Lifestyle/Hobbies,Music Academy ,Expense,Leisure & Lifestyle,Hobbies,38,0,967,DR
26/8/2022,Bulk Billing Doctor /Expense/Personal/Health & Medical,Bulk Billing Doctor ,Expense,Personal,Health & Medical,57,0,910,DR
27/8/2022,Swim Australia /Expense/Personal/Fitness & Wellbeing,Swim Australia ,Expense,Personal,Fitness & Wellbeing,30,0,880,DR
28/8/2022,David Jones /Expense/Personal/Clothing & Accessories,David Jones ,Expense,Personal,Clothing & Accessories,27,0,853,DR
1/9/2022,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6853,CR
2/9/2022,Eat Street Northshore /Expense/Leisure & Lifestyle/Pubs & Bars,Eat Street Northshore ,Expense,Leisure & Lifestyle,Pubs & Bars,635,0,6218,DR
2/9/2022,Harris Farm Markets /Expense/Household/Groceries,Harris Farm Markets ,Expense,Household,Groceries,309,0,5909,DR
2/9/2022,Airbnb Host Income /Income/Income/Other Income,Airbnb Host Income ,Income,Income,Other Income,47,0,5862,DR
3/9/2022,Coles Express /Expense/Transport/Fuel,Coles Express ,Expense,Transport,Fuel,544,0,5318,DR
3/9/2022,The Iconic /Expense/Personal/Clothing & Accessories,The Iconic ,Expense,Personal,Clothing & Accessories,377,0,4941,DR
3/9/2022,JB HiFi/Expense/Leisure & Lifestyle/Electronics,JB HiFi,Expense,Leisure & Lifestyle,Electronics,464,0,4477,DR
5/9/2022,YMCA /Expense/Personal/Fitness & Wellbeing,YMCA ,Expense,Personal,Fitness & Wellbeing,381,0,4096,DR
5/9/2022,Culture Kings /Expense/Personal/Clothing & Accessories,Culture Kings ,Expense,Personal,Clothing & Accessories,176,0,3920,DR
6/9/2022,Eat Street Northshore /Expense/Leisure & Lifestyle/Pubs & Bars,Eat Street Northshore ,Expense,Leisure & Lifestyle,Pubs & Bars,338,0,3582,DR
7/9/2022,Guzman y Gomez /Expense/Leisure & Lifestyle/Takeaway,Guzman y Gomez ,Expense,Leisure & Lifestyle,Takeaway,249,0,3333,DR
7/9/2022,CommSec Share Trading Gains /Income/Income/Investments,CommSec Share Trading Gains ,Income,Income,Investments,242,0,3091,DR
8/9/2022,The Coffee Club /Expense/Leisure & Lifestyle/Restaurants & Cafes,The Coffee Club ,Expense,Leisure & Lifestyle,Restaurants & Cafes,197,0,2894,DR
9/9/2022,Zarraffa's Coffee /Expense/Leisure & Lifestyle/Restaurants & Cafes,Zarraffa's Coffee ,Expense,Leisure & Lifestyle,Restaurants & Cafes,156,0,2738,DR
9/9/2022, EnergyAustralia /Expense/Household/Utilities, EnergyAustralia ,Expense,Household,Utilities,84,0,2654,DR
9/9/2022,Myer /Expense/Personal/Clothing & Accessories,Myer ,Expense,Personal,Clothing & Accessories,119,0,2535,DR
10/9/2022,Cookie /Expense/Leisure & Lifestyle/Pubs & Bars,Cookie ,Expense,Leisure & Lifestyle,Pubs & Bars,86,0,2449,DR
11/9/2022,School Locker /Expense/Personal/Children & Family,School Locker ,Expense,Personal,Children & Family,190,0,2259,DR
11/9/2022,Ice Cream Parlour /Expense/Leisure & Lifestyle/Takeaway,Ice Cream Parlour ,Expense,Leisure & Lifestyle,Takeaway,199,0,2060,DR
12/9/2022,Village Cinemas /Expense/Leisure & Lifestyle/Entertainment,Village Cinemas ,Expense,Leisure & Lifestyle,Entertainment,114,0,1946,DR
12/9/2022,Country Road /Expense/Personal/Clothing & Accessories,Country Road ,Expense,Personal,Clothing & Accessories,137,0,1809,DR
12/9/2022,Westpac Dividend Deposit /Income/Income/Investments,Westpac Dividend Deposit ,Income,Income,Investments,104,0,1705,DR
13/9/2022,Gold's Gym /Expense/Personal/Fitness & Wellbeing,Gold's Gym ,Expense,Personal,Fitness & Wellbeing,44,0,1661,DR
13/9/2022,"Disney+ /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Disney+ ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",104,0,1557,DR
13/9/2022,Snap Fitness /Expense/Personal/Fitness & Wellbeing,Snap Fitness ,Expense,Personal,Fitness & Wellbeing,124,0,1433,DR
13/9/2022,The Baxter Inn /Expense/Leisure & Lifestyle/Pubs & Bars,The Baxter Inn ,Expense,Leisure & Lifestyle,Pubs & Bars,100,0,1333,DR
13/9/2022,David Jones /Expense/Personal/Clothing & Accessories,David Jones ,Expense,Personal,Clothing & Accessories,91,0,1242,DR
14/9/2022,Westpac Dividend Deposit /Income/Income/Investments,Westpac Dividend Deposit ,Income,Income,Investments,22,0,1220,DR
16/9/2022,Sunnybank Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Sunnybank Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,9,0,1211,DR
17/9/2022,Goodstart Early Learning /Expense/Personal/Children & Family,Goodstart Early Learning ,Expense,Personal,Children & Family,77,0,1134,DR
18/9/2022,Chiropractor /Expense/Personal/Health & Medical,Chiropractor ,Expense,Personal,Health & Medical,84,0,1050,DR
19/9/2022,Airbnb Host Income /Income/Income/Other Income,Airbnb Host Income ,Income,Income,Other Income,74,0,976,DR
19/9/2022,Salary Deposit from Woolworths Group /Income/Income/Wages,Salary Deposit from Woolworths Group ,Income,Income,Wages,24,0,952,DR
20/9/2022,"Netflix /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Netflix ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",19,0,933,DR
20/9/2022,Event Cinemas /Expense/Leisure & Lifestyle/Entertainment,Event Cinemas ,Expense,Leisure & Lifestyle,Entertainment,36,0,897,DR
20/9/2022,Sunburn Swimwear /Expense/Personal/Clothing & Accessories,Sunburn Swimwear ,Expense,Personal,Clothing & Accessories,58,0,839,DR
20/9/2022,Kmart /Expense/Personal/Children & Family,Kmart ,Expense,Personal,Children & Family,12,0,827,DR
21/9/2022,PayPal Transfer from Sale /Income/Income/Other Income,PayPal Transfer from Sale ,Income,Income,Other Income,77,0,750,DR
21/9/2022, Slater and Gordon Lawyers /Expense/Personal/Life Admin, Slater and Gordon Lawyers ,Expense,Personal,Life Admin,68,0,682,DR
22/9/2022,National Hearing Care /Expense/Personal/Health & Medical,National Hearing Care ,Expense,Personal,Health & Medical,68,0,614,DR
22/9/2022,"Le Creuset /Expense/Household/Furniture, Electronics & Homewares",Le Creuset ,Expense,Household,"Furniture, Electronics & Homewares",36,0,578,DR
24/9/2022,Australian Veterinary Association /Expense/Household/Pets,Australian Veterinary Association ,Expense,Household,Pets,38,0,540,DR
24/9/2022,"Netflix /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Netflix ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",16,0,524,DR
25/9/2022,eBay Sales Proceeds /Income/Income/Other Income,eBay Sales Proceeds ,Income,Income,Other Income,39,0,485,DR
28/9/2022,Dental Clinic /Expense/Personal/Health & Medical,Dental Clinic ,Expense,Personal,Health & Medical,34,0,451,DR
1/10/2022,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6451,CR
2/10/2022,Beacon Lighting /Expense/Household/Maintenance & Improvements,Beacon Lighting ,Expense,Household,Maintenance & Improvements,510,0,5941,DR
2/10/2022,Pathology Lab /Expense/Personal/Health & Medical,Pathology Lab ,Expense,Personal,Health & Medical,115,0,5826,DR
4/10/2022,The Sydney Morning Herald /Expense/Personal/Education,The Sydney Morning Herald ,Expense,Personal,Education,316,0,5510,DR
5/10/2022,Scouts Australia /Expense/Leisure & Lifestyle/Hobbies,Scouts Australia ,Expense,Leisure & Lifestyle,Hobbies,98,0,5412,DR
5/10/2022,Priceline Pharmacy /Expense/Personal/Health & Medical,Priceline Pharmacy ,Expense,Personal,Health & Medical,478,0,4934,DR
10/10/2022,Mathnasium /Expense/Personal/Education,Mathnasium ,Expense,Personal,Education,227,0,4707,DR
12/10/2022,"VicRoads /Expense/Transport/Car Insurance, Rego & Maintenance",VicRoads ,Expense,Transport,"Car Insurance, Rego & Maintenance",362,0,4345,DR
14/10/2022,BWS /Expense/Leisure & Lifestyle/Alcohol,BWS ,Expense,Leisure & Lifestyle,Alcohol,374,0,3971,DR
15/10/2022,Goodstart Early Learning /Expense/Personal/Children & Family,Goodstart Early Learning ,Expense,Personal,Children & Family,75,0,3896,DR
16/10/2022,Domino’s Pizza /Expense/Leisure & Lifestyle/Takeaway,Domino’s Pizza ,Expense,Leisure & Lifestyle,Takeaway,285,0,3611,DR
17/10/2022,Sunburn Swimwear /Expense/Personal/Clothing & Accessories,Sunburn Swimwear ,Expense,Personal,Clothing & Accessories,295,0,3316,DR
18/10/2022,Liquorland /Expense/Leisure & Lifestyle/Alcohol,Liquorland ,Expense,Leisure & Lifestyle,Alcohol,209,0,3107,DR
18/10/2022, Meriton Apartments /Expense/Household/Rates & Insurance, Meriton Apartments ,Expense,Household,Rates & Insurance,156,0,2951,DR
19/10/2022,Greencross Vets /Expense/Household/Pets,Greencross Vets ,Expense,Household,Pets,58,0,2893,DR
19/10/2022,Fitness First /Expense/Personal/Fitness & Wellbeing,Fitness First ,Expense,Personal,Fitness & Wellbeing,221,0,2672,DR
19/10/2022,Soccer Clubs /Expense/Personal/Fitness & Wellbeing,Soccer Clubs ,Expense,Personal,Fitness & Wellbeing,134,0,2538,DR
24/10/2022,Pizza Hut /Expense/Leisure & Lifestyle/Takeaway,Pizza Hut ,Expense,Leisure & Lifestyle,Takeaway,169,0,2369,DR
27/10/2022,Camp Australia /Expense/Leisure & Lifestyle/Hobbies,Camp Australia ,Expense,Leisure & Lifestyle,Hobbies,154,0,2215,DR
28/10/2022,Australian Veterinary Association /Expense/Household/Pets,Australian Veterinary Association ,Expense,Household,Pets,190,0,2025,DR
28/10/2022,Rooftop Bar /Expense/Leisure & Lifestyle/Pubs & Bars,Rooftop Bar ,Expense,Leisure & Lifestyle,Pubs & Bars,26,0,1999,DR
1/11/2022,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,7999,CR
4/11/2022,Beacon Lighting /Expense/Household/Maintenance & Improvements,Beacon Lighting ,Expense,Household,Maintenance & Improvements,58,0,7941,DR
4/11/2022,"Service NSW /Expense/Transport/Car Insurance, Rego & Maintenance",Service NSW ,Expense,Transport,"Car Insurance, Rego & Maintenance",427,0,7514,DR
7/11/2022,Melbourne Central Lion Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Melbourne Central Lion Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,41,0,7473,DR
7/11/2022,AustralianSuper Pension /Income/Income/Other Income,AustralianSuper Pension ,Income,Income,Other Income,270,0,7203,DR
7/11/2022,"MyCar Tyre & Auto /Expense/Transport/Car Insurance, Rego & Maintenance",MyCar Tyre & Auto ,Expense,Transport,"Car Insurance, Rego & Maintenance",422,0,6781,DR
8/11/2022,Chiropractor /Expense/Personal/Health & Medical,Chiropractor ,Expense,Personal,Health & Medical,470,0,6311,DR
10/11/2022,Physiotherapy Clinic /Expense/Personal/Health & Medical,Physiotherapy Clinic ,Expense,Personal,Health & Medical,151,0,6160,DR
10/11/2022,Karate for Kids /Expense/Personal/Fitness & Wellbeing,Karate for Kids ,Expense,Personal,Fitness & Wellbeing,70,0,6090,DR
10/11/2022,VetLove /Expense/Household/Pets,VetLove ,Expense,Household,Pets,56,0,6034,DR
11/11/2022,The Coffee Club /Expense/Leisure & Lifestyle/Restaurants & Cafes,The Coffee Club ,Expense,Leisure & Lifestyle,Restaurants & Cafes,524,0,5510,DR
12/11/2022,The Iconic /Expense/Personal/Clothing & Accessories,The Iconic ,Expense,Personal,Clothing & Accessories,106,0,5404,DR
12/11/2022,Goodstart Early Learning /Expense/Personal/Children & Family,Goodstart Early Learning ,Expense,Personal,Children & Family,382,0,5022,DR
12/11/2022,Sunburn Swimwear /Expense/Personal/Clothing & Accessories,Sunburn Swimwear ,Expense,Personal,Clothing & Accessories,460,0,4562,DR
14/11/2022,Priceline Pharmacy /Expense/Personal/Health & Medical,Priceline Pharmacy ,Expense,Personal,Health & Medical,140,0,4422,DR
14/11/2022,Westpac Dividend Deposit /Income/Income/Investments,Westpac Dividend Deposit ,Income,Income,Investments,393,0,4029,DR
14/11/2022,Sylvan Learning /Expense/Personal/Education,Sylvan Learning ,Expense,Personal,Education,203,0,3826,DR
15/11/2022,Rip Curl /Expense/Personal/Clothing & Accessories,Rip Curl ,Expense,Personal,Clothing & Accessories,136,0,3690,DR
16/11/2022,Gold's Gym /Expense/Personal/Fitness & Wellbeing,Gold's Gym ,Expense,Personal,Fitness & Wellbeing,98,0,3592,DR
16/11/2022,"JAX Tyres /Expense/Transport/Car Insurance, Rego & Maintenance",JAX Tyres ,Expense,Transport,"Car Insurance, Rego & Maintenance",7,0,3585,DR
17/11/2022,City Beach /Expense/Personal/Clothing & Accessories,City Beach ,Expense,Personal,Clothing & Accessories,105,0,3480,DR
18/11/2022,"Binge /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Binge ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",7,0,3473,DR
22/11/2022,Childcare Payments /Expense/Personal/Children & Family,Childcare Payments ,Expense,Personal,Children & Family,225,0,3248,DR
22/11/2022,"MyCar Tyre & Auto /Expense/Transport/Car Insurance, Rego & Maintenance",MyCar Tyre & Auto ,Expense,Transport,"Car Insurance, Rego & Maintenance",225,0,3023,DR
22/11/2022," Fantastic Furniture /Expense/Household/Furniture, Electronics & Homewares", Fantastic Furniture ,Expense,Household,"Furniture, Electronics & Homewares",177,0,2846,DR
23/11/2022,Camp Australia /Expense/Leisure & Lifestyle/Hobbies,Camp Australia ,Expense,Leisure & Lifestyle,Hobbies,67,0,2779,DR
23/11/2022,YMCA /Expense/Personal/Fitness & Wellbeing,YMCA ,Expense,Personal,Fitness & Wellbeing,208,0,2571,DR
23/11/2022,VetLove /Expense/Household/Pets,VetLove ,Expense,Household,Pets,248,0,2323,DR
23/11/2022, NSW Land Registry Services /Expense/Personal/Life Admin, NSW Land Registry Services ,Expense,Personal,Life Admin,40,0,2283,DR
25/11/2022,Catholic Education Office /Expense/Personal/Education,Catholic Education Office ,Expense,Personal,Education,120,0,2163,DR
25/11/2022,"Adairs /Expense/Household/Furniture, Electronics & Homewares",Adairs ,Expense,Household,"Furniture, Electronics & Homewares",43,0,2120,DR
25/11/2022,The Body Shop /Expense/Personal/Hair & Beauty,The Body Shop ,Expense,Personal,Hair & Beauty,147,0,1973,DR
25/11/2022,Lorna Jane /Expense/Personal/Clothing & Accessories,Lorna Jane ,Expense,Personal,Clothing & Accessories,33,0,1940,DR
26/11/2022,The Ivy /Expense/Leisure & Lifestyle/Pubs & Bars,The Ivy ,Expense,Leisure & Lifestyle,Pubs & Bars,102,0,1838,DR
26/11/2022,Soccer Clubs /Expense/Personal/Fitness & Wellbeing,Soccer Clubs ,Expense,Personal,Fitness & Wellbeing,167,0,1671,DR
27/11/2022,The Body Shop /Expense/Personal/Hair & Beauty,The Body Shop ,Expense,Personal,Hair & Beauty,89,0,1582,DR
27/11/2022,"Audible /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Audible ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",76,0,1506,DR
27/11/2022,Coles Express /Expense/Transport/Fuel,Coles Express ,Expense,Transport,Fuel,88,0,1418,DR
27/11/2022,Fernwood Fitness /Expense/Personal/Fitness & Wellbeing,Fernwood Fitness ,Expense,Personal,Fitness & Wellbeing,17,0,1401,DR
27/11/2022,Hungry Jack’s /Expense/Leisure & Lifestyle/Takeaway,Hungry Jack’s ,Expense,Leisure & Lifestyle,Takeaway,11,0,1390,DR
1/12/2022,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,7390,CR
2/12/2022,Mathnasium /Expense/Personal/Education,Mathnasium ,Expense,Personal,Education,110,0,7280,DR
3/12/2022,"The Good Guys /Expense/Household/Furniture, Electronics & Homewares",The Good Guys ,Expense,Household,"Furniture, Electronics & Homewares",724,0,6556,DR
3/12/2022, BSA Ltd /Expense/Household/Maintenance & Improvements, BSA Ltd ,Expense,Household,Maintenance & Improvements,155,0,6401,DR
4/12/2022,Local Fish and Chips /Expense/Leisure & Lifestyle/Takeaway,Local Fish and Chips ,Expense,Leisure & Lifestyle,Takeaway,635,0,5766,DR
4/12/2022,Chemist Warehouse /Expense/Personal/Health & Medical,Chemist Warehouse ,Expense,Personal,Health & Medical,425,0,5341,DR
4/12/2022,Who Gives A Crap /Expense/Household/Groceries,Who Gives A Crap ,Expense,Household,Groceries,151,0,5190,DR
4/12/2022,Local Hospital /Expense/Personal/Health & Medical,Local Hospital ,Expense,Personal,Health & Medical,225,0,4965,DR
4/12/2022,Melbourne Central Lion Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Melbourne Central Lion Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,99,0,4866,DR
4/12/2022,Dental Clinic /Expense/Personal/Health & Medical,Dental Clinic ,Expense,Personal,Health & Medical,107,0,4759,DR
4/12/2022,Rental Deposit from RealEstate.com.au /Income/Income/Other Income,Rental Deposit from RealEstate.com.au ,Income,Income,Other Income,324,0,4435,DR
5/12/2022,"Stan /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Stan ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",335,0,4100,DR
5/12/2022,"Spotify /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Spotify ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",80,0,4020,DR
6/12/2022,Big W /Expense/Personal/Children & Family,Big W ,Expense,Personal,Children & Family,349,0,3671,DR
6/12/2022,Airbnb Host Income /Income/Income/Other Income,Airbnb Host Income ,Income,Income,Other Income,118,0,3553,DR
6/12/2022,Zarraffa's Coffee /Expense/Leisure & Lifestyle/Restaurants & Cafes,Zarraffa's Coffee ,Expense,Leisure & Lifestyle,Restaurants & Cafes,120,0,3433,DR
7/12/2022,Ladbrokes /Expense/Leisure & Lifestyle/Lottery & Gambling,Ladbrokes ,Expense,Leisure & Lifestyle,Lottery & Gambling,5,0,3428,DR
7/12/2022,"Service NSW /Expense/Transport/Car Insurance, Rego & Maintenance",Service NSW ,Expense,Transport,"Car Insurance, Rego & Maintenance",94,0,3334,DR
8/12/2022,Campion Education /Expense/Personal/Children & Family,Campion Education ,Expense,Personal,Children & Family,334,0,3000,DR
8/12/2022,Sunnybank Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Sunnybank Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,241,0,2759,DR
9/12/2022,Chemist Warehouse /Expense/Personal/Health & Medical,Chemist Warehouse ,Expense,Personal,Health & Medical,75,0,2684,DR
9/12/2022,Acupuncture Clinic /Expense/Personal/Health & Medical,Acupuncture Clinic ,Expense,Personal,Health & Medical,191,0,2493,DR
9/12/2022,Ballet Schools /Expense/Personal/Fitness & Wellbeing,Ballet Schools ,Expense,Personal,Fitness & Wellbeing,69,0,2424,DR
9/12/2022,PayPal Transfer from Sale /Income/Income/Other Income,PayPal Transfer from Sale ,Income,Income,Other Income,204,0,2220,DR
9/12/2022,Petbarn /Expense/Household/Pets,Petbarn ,Expense,Household,Pets,36,0,2184,DR
10/12/2022,AGL Energy /Expense/Household/Utilities,AGL Energy ,Expense,Household,Utilities,18,0,2166,DR
10/12/2022,Australian Veterinary Association /Expense/Household/Pets,Australian Veterinary Association ,Expense,Household,Pets,138,0,2028,DR
11/12/2022,Massage Therapy Center /Expense/Personal/Health & Medical,Massage Therapy Center ,Expense,Personal,Health & Medical,130,0,1898,DR
11/12/2022,KU Children's Services /Expense/Personal/Children & Family,KU Children's Services ,Expense,Personal,Children & Family,181,0,1717,DR
12/12/2022,The Rocks Bar and Pub /Expense/Leisure & Lifestyle/Pubs & Bars,The Rocks Bar and Pub ,Expense,Leisure & Lifestyle,Pubs & Bars,74,0,1643,DR
12/12/2022,"Kmart Tyre & Auto Service /Expense/Transport/Car Insurance, Rego & Maintenance",Kmart Tyre & Auto Service ,Expense,Transport,"Car Insurance, Rego & Maintenance",92,0,1551,DR
12/12/2022, NSW Land Registry Services /Expense/Personal/Life Admin, NSW Land Registry Services ,Expense,Personal,Life Admin,127,0,1424,DR
12/12/2022,City Beach /Expense/Personal/Clothing & Accessories,City Beach ,Expense,Personal,Clothing & Accessories,112,0,1312,DR
13/12/2022,Booktopia /Expense/Leisure & Lifestyle/Hobbies,Booktopia ,Expense,Leisure & Lifestyle,Hobbies,21,0,1291,DR
14/12/2022,Sylvan Learning /Expense/Personal/Education,Sylvan Learning ,Expense,Personal,Education,30,0,1261,DR
14/12/2022,QBE Insurance Claim Payout /Income/Income/Other Income,QBE Insurance Claim Payout ,Income,Income,Other Income,109,0,1152,DR
15/12/2022,Domino’s Pizza /Expense/Leisure & Lifestyle/Takeaway,Domino’s Pizza ,Expense,Leisure & Lifestyle,Takeaway,29,0,1123,DR
16/12/2022, Meriton Apartments /Expense/Household/Rates & Insurance, Meriton Apartments ,Expense,Household,Rates & Insurance,9,0,1114,DR
17/12/2022,Snap Fitness /Expense/Personal/Fitness & Wellbeing,Snap Fitness ,Expense,Personal,Fitness & Wellbeing,10,0,1104,DR
18/12/2022,YMCA /Expense/Personal/Fitness & Wellbeing,YMCA ,Expense,Personal,Fitness & Wellbeing,85,0,1019,DR
19/12/2022,Rebel Sport /Expense/Personal/Fitness & Wellbeing,Rebel Sport ,Expense,Personal,Fitness & Wellbeing,76,0,943,DR
19/12/2022,T2 Tea /Expense/Personal/Fitness & Wellbeing,T2 Tea ,Expense,Personal,Fitness & Wellbeing,63,0,880,DR
19/12/2022, Brisbane City Council /Expense/Household/Rates & Insurance, Brisbane City Council ,Expense,Household,Rates & Insurance,76,0,804,DR
20/12/2022,Country Road /Expense/Personal/Clothing & Accessories,Country Road ,Expense,Personal,Clothing & Accessories,7,0,797,DR
20/12/2022,Menulog /Expense/Leisure & Lifestyle/Takeaway,Menulog ,Expense,Leisure & Lifestyle,Takeaway,27,0,770,DR
20/12/2022,Jetts Fitness /Expense/Personal/Fitness & Wellbeing,Jetts Fitness ,Expense,Personal,Fitness & Wellbeing,6,0,764,DR
20/12/2022,King Swim /Expense/Personal/Fitness & Wellbeing,King Swim ,Expense,Personal,Fitness & Wellbeing,47,0,717,DR
21/12/2022,Fitness First /Expense/Personal/Fitness & Wellbeing,Fitness First ,Expense,Personal,Fitness & Wellbeing,47,0,670,DR
21/12/2022,EnergyAustralia /Expense/Household/Utilities,EnergyAustralia ,Expense,Household,Utilities,47,0,623,DR
21/12/2022,Gardening Australia /Expense/Household/Maintenance & Improvements,Gardening Australia ,Expense,Household,Maintenance & Improvements,54,0,569,DR
22/12/2022,Westpac Dividend Deposit /Income/Income/Investments,Westpac Dividend Deposit ,Income,Income,Investments,11,0,558,DR
22/12/2022,Surf Dive 'n Ski /Expense/Personal/Clothing & Accessories,Surf Dive 'n Ski ,Expense,Personal,Clothing & Accessories,26,0,532,DR
23/12/2022,Café Nero /Expense/Leisure & Lifestyle/Restaurants & Cafes,Café Nero ,Expense,Leisure & Lifestyle,Restaurants & Cafes,5,0,527,DR
24/12/2022,Queensland Urban Utilities /Expense/Household/Utilities,Queensland Urban Utilities ,Expense,Household,Utilities,12,0,515,DR
24/12/2022,Kmart /Expense/Personal/Children & Family,Kmart ,Expense,Personal,Children & Family,43,0,472,DR
24/12/2022,School Locker /Expense/Personal/Children & Family,School Locker ,Expense,Personal,Children & Family,13,0,459,DR
25/12/2022,"Kayo Sports /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Kayo Sports ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",14,0,445,DR
25/12/2022,Medicare Claim /Expense/Personal/Health & Medical,Medicare Claim ,Expense,Personal,Health & Medical,44,0,401,DR
26/12/2022,The Ivy /Expense/Leisure & Lifestyle/Pubs & Bars,The Ivy ,Expense,Leisure & Lifestyle,Pubs & Bars,36,0,365,DR
26/12/2022,Fernwood Fitness /Expense/Personal/Fitness & Wellbeing,Fernwood Fitness ,Expense,Personal,Fitness & Wellbeing,27,0,338,DR
1/1/2023,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6338,CR
2/1/2023,The Coffee Club /Expense/Leisure & Lifestyle/Restaurants & Cafes,The Coffee Club ,Expense,Leisure & Lifestyle,Restaurants & Cafes,132,0,6206,DR
3/1/2023,"Le Creuset /Expense/Household/Furniture, Electronics & Homewares",Le Creuset ,Expense,Household,"Furniture, Electronics & Homewares",100,0,6106,DR
3/1/2023,Melbourne Central Lion Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Melbourne Central Lion Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,194,0,5912,DR
5/1/2023,The Australian /Expense/Personal/Education,The Australian ,Expense,Personal,Education,429,0,5483,DR
5/1/2023,Freedom Furniture /Expense/Household/Maintenance & Improvements,Freedom Furniture ,Expense,Household,Maintenance & Improvements,441,0,5042,DR
